id	first_name	last_name	Latitude	Longitude	inveted_by
1870	Sadella	McLafferty	36.07299789	-3.801529513	4
1871	Noreen	Ary	10.28257795	-56.23285854	10
1872	Jarrid	Abbet	6.691049502	30.73092885	38
1873	Rhiamon	Munnings	-16.8041337	68.75466102	3
1874	Renato	Sivill	-35.83984748	13.09699662	23
1875	Abagael	Ketteringham	20.2688856	26.34716898	15
1876	Pier	Cordeau	30.4161582	-68.8300686	12
1877	Brendan	Sandells	15.01744391	7.97845542	4
1878	Maria	Bennetts	-48.01875852	38.38292194	30
1879	Maynord	Portail	8.107620684	35.31537308	2
1880	Fredek	Ferencz	1.062092474	-25.73569588	11
1881	Dionisio	Hilldrop	23.205338	-24.73697826	17
1882	Eba	Maxted	7.070117192	23.35525719	37
1883	Bernadette	Echallie	-48.50958172	-24.0431033	36
1884	Agosto	Pablos	-55.40542323	33.92439531	13
1885	Evie	Birchett	-23.25480422	-45.55037223	25
1886	Ashleigh	Simek	-32.28569792	6.844415179	2
1887	Hurlee	Balthasar	-1.722522703	-2.35376409	6
1888	Heidie	O'Tierney	-24.02493387	11.02139719	3
1889	Bard	Van der Beek	-56.66078682	-69.05296517	24
1890	Hillary	Freiburger	-67.04390529	50.55126997	22
1891	Agnes	Stormouth	-26.53794334	25.72989383	2
1892	Cyb	Filshin	13.88210682	-17.21625314	10
1893	Margareta	Neiland	19.40209745	65.18239744	30
1894	Cindie	Agget	-39.03715183	5.339861766	38
1895	Natka	Paton	70.65036569	51.75861065	13
1896	Noby	Wyke	-17.11497162	1.451490886	19
1897	Georgette	Caldron	-47.79908478	-1.327216404	8
1898	Nell	Corker	2.781256535	22.72075968	18
1899	Ariel	Eagger	12.22568261	38.87032139	27
1900	Delores	Dary	-9.003766352	-41.18008073	6
1901	Bradan	Izak	-19.2474439	-8.79384984	40
1902	Terri	Clark	64.21122267	-7.334891638	30
1903	Letti	Kreuzer	0.067237784	-36.78838243	37
1904	Charles	Henze	60.1773063	12.15775319	39
1905	Petr	Malden	-42.03378908	22.60253249	10
1906	Lazaro	Addionizio	67.83105348	56.25756278	7
1907	Emmaline	Loomes	-34.29149232	-28.11992275	22
1908	Reeta	Kliment	2.015426813	32.04698223	12
1909	Vilma	Yakunchikov	49.02834282	57.42621918	24
1910	Xaviera	Tembridge	-40.69196673	-69.78359689	25
1911	Saleem	Firle	35.85904224	39.26146345	34
1912	Ly	Huyhton	-7.43765848	-31.99834706	18
1913	Eloisa	Pyrton	-32.03968849	-44.16653936	5
1914	Carmel	Kloster	-44.49902923	-69.98723494	11
1915	Carlen	Cavet	-62.87434409	18.02202115	29
1916	Faun	Chantler	44.84614955	27.56019138	39
1917	Sky	Niemetz	-6.213892997	-67.3438889	5
1918	Hill	Simonnet	51.3791351	43.44438412	3
1919	Hurleigh	Alesi	-28.88049042	3.288908697	22
1920	Lulita	Pedrol	-55.89090075	-60.02061234	40
1921	Fletch	Mapowder	-51.95755278	44.18299837	10
1922	Desmond	Hanne	-46.81622437	-21.55146092	25
1923	Ignatius	Kleinstein	23.8175681	18.96102322	38
1924	Dyana	Ashleigh	30.9370232	-67.81582367	22
1925	Huey	Blockwell	22.30307979	18.62584673	14
1926	Aron	Kaszper	50.82737035	-16.40547557	21
1927	Aprilette	Ogus	32.12298685	64.8468068	15
1928	Jim	Guiden	13.85063837	-33.18077405	16
1929	Michael	Eliassen	-21.8827275	-7.890593688	33
1930	Ariana	Kelcey	-59.76227348	-66.55244657	23
1931	Erich	Tomankowski	-68.24157443	-34.94423798	1
1932	Griz	Opy	41.86898591	37.22356669	33
1933	Mike	Clendennen	-37.68238937	31.99038258	1
1934	Hyacintha	Gillies	43.51590426	-13.2522045	13
1935	Mercie	Champniss	-59.11812031	-56.20128887	13
1936	Gerianna	Whordley	48.25441134	15.32110285	11
1937	Rene	Offield	11.90627023	-59.76131112	23
1938	Zackariah	Klimek	-43.23135403	20.82792857	8
1939	Hedi	Fiorentino	-19.36990554	-68.244726	15
1940	Curran	Thow	-6.428360464	24.30531055	18
1941	Saleem	Vigers	3.440945117	-68.17810335	17
1942	Gasper	Ioan	41.16031427	68.8359935	4
1943	Paddy	Hoyte	-68.28493965	-68.19837686	29
1944	Kayne	Middell	-9.989293152	-1.942527211	14
1945	Alisander	Dakers	-8.534469298	-32.50940477	8
1946	Kristine	Elwill	-0.07515713	42.8062302	29
1947	Vanya	Schellig	58.72112652	-3.505606956	1
1948	Reinaldo	Oaks	4.111509521	52.9392486	27
1949	Rosabel	Kavanagh	-68.97843437	61.98011125	7
1950	Eugen	Devenport	38.90889922	17.10081134	18
1951	Eugene	Godier	-26.15842173	64.38984953	15
1952	Vevay	Clarycott	-65.84462889	19.29428348	15
1953	Concordia	Marsland	67.98591312	16.32928318	24
1954	Johanna	Reinert	-15.93510156	54.63629722	16
1955	Iggy	Butts	68.1238657	-60.15771393	33
1956	Tomasine	Kipling	57.6387448	66.38110392	39
1957	Hayley	Glasheen	-5.662310704	17.46697621	23
1958	Gerry	Sarton	13.87756189	-22.37731396	31
1959	Maureen	Kroin	-46.17482682	44.21656155	26
1960	Noemi	Sturman	70.32820023	-32.89671173	27
1961	Jelene	Heyns	49.25119925	52.4517066	2
1962	Amalia	Dunkerly	-29.76878138	-5.939380861	23
1963	Sula	Renzullo	-49.92074125	-56.29091835	17
1964	Artemis	Giacomelli	29.14263919	-23.82585173	30
1965	Del	De la Yglesia	59.37322818	22.93767245	8
1966	Wilhelmina	Ilden	-63.14022654	-43.90042488	23
1967	Marcella	Patemore	-17.75982821	43.52500359	31
1968	Buddie	Bartod	50.04088694	21.40470719	18
1969	Gus	Moule	-15.29696798	50.43276136	29
1970	Antone	Whittleton	-24.6809194	-38.60071911	5
1971	Cole	Bigglestone	65.1993426	-56.44902475	1
1972	Noland	Brunotti	28.8962721	-5.124577299	1
1973	Carmine	Wilcher	-38.64498794	13.35805136	14
1974	Clari	Crewdson	-21.28472735	-39.65900332	6
1975	Alric	Agass	64.81624921	37.66941043	17
1976	Nikki	Loding	-40.73231411	53.82105089	18
1977	Chancey	Bewlay	-5.324969764	-16.03824165	6
1978	Siouxie	Wynn	-41.61943714	69.26340009	10
1979	Guillema	Franzonello	-6.531914908	-33.39776899	40
1980	Sigvard	Grieve	69.94265915	51.41751514	23
1981	Grantley	McGougan	11.08894527	-35.78986892	27
1982	Andi	Downing	-45.98614664	30.84573577	10
1983	Zackariah	Dulin	-1.545816845	39.45665138	27
1984	Iseabal	Massen	-0.051086041	60.73333733	33
1985	Ileana	Aluard	35.18712685	49.9099177	11
1986	Nollie	Midford	46.59972834	-70.06104591	22
1987	Jaymie	Christofor	52.35920845	8.15772918	34
1988	Gregoire	O' Culligan	47.96320171	-9.865076464	27
1989	Dottie	Ormerod	40.45195847	40.44686997	13
1990	Ester	Mesant	45.8101828	-56.62370627	23
1991	Olga	Wolfenden	-38.79673072	-46.54444917	11
1992	Kin	Cufley	-43.34455204	24.88024586	34
1993	Saunderson	Fehners	30.89858654	-44.69710265	38
1994	Siegfried	MacPadene	-21.99301131	56.38410547	12
1995	Tootsie	Severns	10.60425584	-1.489256544	20
1996	Dawn	Priditt	-59.62709199	-59.90456561	22
1997	Farr	Buffham	-2.125088448	-29.67509226	31
1998	Lesley	Adolfsen	12.81537745	-70.46705937	4
1999	Wyn	Le Maitre	67.35705197	-24.97320228	16
2000	Corrianne	Tinan	-21.59960135	-63.87431762	30
2001	Mendy	Knightly	-21.02776113	-37.69278982	6
2002	Dionis	Templeman	18.62075501	-20.39047474	22
2003	Arabela	Strippel	18.9924463	35.39208926	37
2004	Josh	Fontes	29.73659335	34.13082606	3
2005	Flory	Leisk	18.70783556	-31.4809835	31
2006	Ronalda	Collopy	26.18138315	65.20176313	30
2007	Liv	Surpliss	27.59996069	32.52145837	29
2008	Keelia	Fishby	52.27774685	-61.77938218	23
2009	Nonie	Bastone	55.68059344	-63.29585684	19
2010	Marilee	Killelea	-35.43807504	18.11063235	27
2011	Dorothee	Dresser	-40.50753492	46.55624709	36
2012	Cassi	Pfeifer	-40.312213	63.92727172	2
2013	Waylen	Berthon	-7.440262086	-65.20641168	24
2014	Eddi	Stansfield	59.92721279	24.44738882	15
2015	Parrnell	Murcutt	-69.19524889	-9.863757378	11
2016	Sherlocke	Rosander	44.00896891	-37.98085085	36
2017	Paten	Percival	18.84574526	-14.87016971	5
2018	Stu	Alty	38.60727726	4.60282596	20
2019	Mel	Mohammad	6.495500007	-33.32412186	10
2020	Osmund	Paoletti	-60.16525406	-62.99433371	1
2021	Farlay	Chatenier	8.89783271	-56.04749274	24
2022	Giustina	Bartolomeazzi	20.90886689	-23.85489187	37
2023	Udale	Housbie	-45.04654251	-25.80553702	12
2024	Jeff	Tolerton	13.14920794	-16.51845351	4
2025	Nicolai	Jaquiss	-8.973614633	33.19048495	2
2026	Even	Mouan	59.07120962	23.97190206	22
2027	Dayle	Serot	26.11645497	26.39454211	2
2028	Dominique	Stockings	-15.5440154	31.07291322	29
2029	Gus	Wogan	-41.50300817	33.22615409	1
2030	Dorri	Ennever	-59.23613344	12.21662286	8
2031	Ursola	Jilliss	39.564256	34.78786576	6
2032	Martino	Romaynes	-45.95963716	-59.64999636	26
2033	Marthe	Agates	-58.20723626	-9.225747413	39
2034	Zarah	Fishlee	-4.972697904	-61.31727625	11
2035	Elna	Souch	45.97169382	0.481865177	17
2036	Ilka	Klasen	-55.56252037	-7.551495046	17
2037	Susanne	Worsley	-45.07588955	-62.01181973	13
2038	Monti	Duligall	1.081037462	1.200874293	15
2039	Gavra	Sooper	-21.85488296	37.67423052	28
2040	Adolf	O'Cannovane	23.29139746	33.32155299	8
2041	Upton	Date	-18.20265001	50.37950964	4
2042	Leanor	Hoolaghan	30.13506332	25.43536109	25
2043	Gilburt	Cowpe	-38.09503395	-25.30227786	20
2044	Gerhardt	Rouke	-8.920261167	10.9706605	23
2045	Ailyn	Hundell	36.66681724	-60.88126681	3
2046	Sauncho	Duffrie	-18.65148465	9.791956963	40
2047	Rosa	Lyddiard	-55.84182249	-4.694779219	22
2048	Bob	Westrip	-39.44272124	-47.2959475	1
2049	Raphaela	Halladay	-51.65430309	-22.39193603	11
2050	Chery	Swafield	-13.30991291	37.58256003	24
2051	Avis	Roebottom	-16.83852905	43.07075157	33
2052	Earl	Neilson	9.49098678	32.87801195	34
2053	Christoforo	Bortoluzzi	-57.03464361	37.50973219	26
2054	Chicky	Docharty	-61.88734318	46.81302435	2
2055	Malinda	Heistermann	21.04115137	-41.17263962	12
2056	Fons	Grinsdale	-46.73681745	-10.12705083	29
2057	Patty	Cussons	51.22432298	-58.26514588	9
2058	Richmond	Nowaczyk	-54.79139346	-26.94891681	7
2059	Philippine	Lawlie	29.94402975	68.90553431	16
2060	Donall	Siddele	27.66221205	-58.0418596	11
2061	Marielle	Raftery	50.42557326	32.3756659	34
2062	Andi	Linn	35.31510195	-64.00159785	1
2063	Johan	Tallquist	-61.41509889	-14.67891851	25
2064	Rudolph	Kelledy	-44.60536574	-5.934147611	34
2065	Fee	Van Velde	-28.9453354	57.30569379	15
2066	Jannelle	Petrello	-41.90488771	-69.45880772	11
2067	Helge	Brownsworth	31.01066968	53.57914801	29
2068	Rockey	Sibbe	24.98155313	-68.20348066	28
2069	Jeffry	Sweatland	-24.45343171	-34.89130009	2
2070	Pincus	Bonass	33.57188618	-52.85872194	12
2071	Burtie	Buard	57.0011578	-29.00784022	24
2072	Vallie	Hillum	-51.85792071	-38.9744561	7
2073	Emmi	Ralton	41.502439	-60.02581347	32
2074	Murvyn	Mazzey	-0.147313989	1.219127794	38
2075	Boony	Laffranconi	28.7621247	-63.34252312	36
2076	Morry	Johnstone	28.83556386	-15.25403059	18
2077	Hyacinth	Bulcroft	22.22854965	20.07106109	12
2078	Cosmo	Pattison	1.65169638	-6.867670247	34
2079	Judy	Constantine	-63.99351604	53.90228931	30
2080	Goddard	Ottam	11.17092574	-69.45172432	7
2081	Marlin	Gislebert	49.03731031	-15.53501912	15
2082	Tillie	Kunat	-32.90101047	-15.31344658	2
2083	Whitby	Ivers	56.30763521	-53.77299376	21
2084	Pavel	Creswell	-7.722841506	24.7703404	24
2085	Moritz	Skill	-0.130650902	-22.32455946	9
2086	Mavis	Jordi	11.86590483	-58.35865924	39
2087	Wilek	Havile	27.01261092	28.26033856	28
2088	Barry	Bridgeman	-2.156927709	48.06411106	9
2089	Barbi	Sturgess	51.13022887	-12.30841402	13
2090	Mirilla	Ducarel	-34.23971079	-22.65792948	13
2091	Normie	Eagland	69.62104662	-34.15050723	34
2092	Debor	Lazonby	5.041808895	0.462831332	12
2093	Roddie	Dedam	-40.74533766	-18.24772491	26
2094	Burt	Tumini	-65.56383125	31.54667296	12
2095	Bertram	Remmer	19.89547032	-52.4461743	7
2096	Dena	Peddowe	-65.3108358	38.34829417	34
2097	Trixi	Burgh	29.86903017	51.47352808	13
2098	Daron	Quincey	4.010422456	-46.60517999	3
2099	Eleonora	Burman	36.78829667	-62.42509346	26
2100	Merlina	Willcocks	9.148904537	39.58349599	3
2101	Eric	Tregust	53.10273635	-46.78839802	16
2102	Malissia	Dei	37.60599608	8.187503874	39
2103	Daniele	Ettery	55.28996851	-22.00913863	8
2104	Farrah	Farady	43.38834765	16.1361311	2
2105	Bailie	Froggatt	49.71935394	-35.15236731	7
2106	Olenolin	Grocutt	27.98089036	5.320575636	25
2107	Marya	Dossetter	63.10779249	13.32090823	29
2108	Ely	Abramzon	-9.479258793	19.74573643	11
2109	Eliza	Malkinson	-3.057800974	-30.23237484	39
2110	Morgan	Sanz	-29.64812131	51.25615739	32
2111	Yorgos	Jeannet	38.44344402	24.3381209	12
2112	Durand	Rodman	-33.41236449	-67.86258862	40
2113	Valry	Creer	19.49745922	65.52442445	19
2114	Conn	Lumsdale	-46.87585769	-26.47693639	27
2115	Chicky	Rosenblath	-6.747521496	-22.98318348	5
2116	Kristan	Heed	62.61190974	-61.20069931	27
2117	Cathlene	Tingley	19.31264974	-42.60553089	38
2118	Samuele	Gemson	52.57215318	65.46415793	10
2119	Gaultiero	Grumley	28.83578316	69.59681423	6
2120	Henka	Dominy	10.91262265	-3.563853314	20
2121	Webb	Raymont	53.04963153	-50.86214352	32
2122	Annette	Grelik	7.713969745	55.64677672	2
2123	Janet	Scouler	-59.90955832	65.21777762	1
2124	Corena	Battabee	38.23383711	6.334260343	38
2125	Madeline	Yakobowitch	40.50369418	-33.30681699	16
2126	Garold	State	23.06908275	1.476193063	17
2127	Damien	Rassmann	51.94409385	65.85395279	6
2128	Carly	Barhems	63.61403236	-26.59750158	33
2129	Leann	Matijasevic	32.58814607	24.85564587	37
2130	Berkie	Kittley	14.72902764	53.9124532	24
2131	Donnajean	Chisman	68.10311964	57.94917969	6
2132	Cosmo	Sprulls	-8.834861872	7.205011981	26
2133	Othella	Gilchrist	44.25311945	-48.0563035	31
2134	Doreen	Cuddehay	-22.39591096	-38.43381512	16
2135	Payton	Miche	-30.79838161	-48.01176311	16
2136	Fifine	Agass	5.583146284	70.24760896	2
2137	Merrill	Twiddell	-61.39115302	-0.493121157	9
2138	Briggs	Sea	29.22999238	-34.52768062	26
2139	Gradeigh	Munford	18.04028721	-22.0383079	29
2140	Janaye	Greetham	-7.127993773	44.99877252	36
2141	Tadio	Rosbottom	-38.66032033	-43.78348509	17
2142	Ariana	Freen	-30.19531618	-58.3750137	29
2143	Lynn	Pococke	41.70973406	59.64457349	38
2144	Thorin	Rendle	8.971706108	-30.59266532	6
2145	Al	Sealy	56.10598792	-39.35206014	2
2146	Mikey	Whybrow	-8.185726631	17.72412178	25
2147	Tarrah	Formby	50.53089239	67.69229926	38
2148	Janetta	Sommerland	-6.265366577	-7.441043993	1
2149	Fulton	Monkton	-55.37017054	-65.6974042	28
2150	Jobey	Cattenach	6.056238105	-14.00117429	17
2151	Carrol	Denisard	-57.07008962	48.89121989	37
2152	Jamie	Hazelton	67.45671693	-61.85506193	12
2153	Dell	Alekseev	43.25294925	-4.023236625	19
2154	Robin	Lytle	-9.788451978	62.58624073	35
2155	Rosemonde	Blanko	60.04420999	-51.11696117	8
2156	Alfy	Simpson	-34.430981	-38.13434371	3
2157	Mikol	Challens	-14.31374363	-25.15625634	23
2158	Ettore	Gristwood	29.05199023	-62.2623351	4
2159	Merline	Thornally	36.14201095	1.198207269	19
2160	Adele	Church	1.974909771	-5.645467055	38
2161	Lottie	Carstairs	-55.32258679	46.64393495	4
2162	Hillary	Skitch	55.96875541	-40.08927759	5
2163	Burk	Eddleston	-22.28867405	-8.026221642	25
2164	Catlin	McKissack	-68.16058383	-12.86876726	28
2165	Leah	Lemonnier	7.86499729	3.359332711	24
2166	Bartholemy	Stickford	-52.65850161	19.85582859	22
2167	Chloette	Normansell	68.41880165	-49.80055507	20
2168	Falkner	Guppy	-57.07931421	20.01487918	20
2169	Hildegaard	Cordero	-5.677146911	-6.058374067	1
2170	Nollie	Bogart	38.08540902	48.39831278	40
2171	Issi	Emmot	67.58401147	67.88967654	21
2172	Shani	Collar	-47.0233785	-14.88982888	22
2173	Chancey	Heustace	-30.24854764	4.753657756	37
2174	Hillyer	Jendrach	33.99883593	-45.90649885	39
2175	Liam	Starten	33.74899986	-36.93778491	19
2176	Skippie	Dillon	-18.7167135	-64.85085655	10
2177	Tricia	Jeffrey	-0.774504448	-6.512755855	34
2178	Marylin	Van Vuuren	26.36162129	-8.20986248	35
2179	Mayer	Gilpillan	35.72851313	-37.16149517	9
2180	Ty	Syfax	13.83076697	-20.4054847	1
2181	Agnella	Weed	-0.133678467	-55.79013203	39
2182	Zara	Rijkeseis	-11.10669575	-7.023226458	28
2183	Vanni	Bruins	-45.10477684	-13.25812691	38
2184	Emily	Lottrington	-68.75113345	5.229109081	8
2185	Charissa	Gillyett	-36.19393639	42.98007048	34
2186	Janene	Hazelhurst	54.77702767	-62.72058967	3
2187	Giacopo	Mokes	-16.36067793	10.30747762	16
2188	Gretchen	Mutter	-39.34853007	69.25569676	15
2189	Chance	Lapsley	39.27294791	-1.788997644	15
2190	Justis	Fassum	7.067024836	51.47498222	19
2191	Mark	Dubs	-46.66340412	49.43669949	26
2192	Rosabel	Pol	55.53662212	-0.352214315	34
2193	Kat	Canada	-26.2108004	33.70829161	23
2194	Jemimah	Iannazzi	70.22784507	-68.40429719	4
2195	Thomasa	Jzhakov	15.9091292	54.38725206	18
2196	Martie	Cosgrive	-34.20335458	43.10296302	23
2197	Burton	Minifie	64.72877139	-26.94149425	38
2198	Rene	Rehn	-54.44378677	-20.56146283	11
2199	Torry	Goodayle	-38.95812726	-36.98072551	37
2200	Ysabel	Fayre	62.56999067	-67.78607113	30
2201	Kevina	Delacourt	-13.78273195	48.63903016	16
2202	Thomasin	Casford	-56.94480613	13.21857419	1
2203	Zelig	Kreber	7.046983568	51.58642621	25
2204	Mersey	Bearcock	-42.08957741	-48.14933611	37
2205	Pincus	Jeenes	43.81998949	56.19922073	34
2206	Clara	Stores	25.55324727	45.0020892	16
2207	Karolina	Saing	-4.645437239	-58.25544967	10
2208	Robin	Gallamore	-48.66315242	10.2359839	28
2209	Wesley	Shreenan	53.17109435	2.468476301	36
2210	Arleyne	Behne	-35.89803004	-42.65805078	24
2211	Mark	Walshaw	-5.404059612	12.66262303	18
2212	Tera	Tighe	66.38464721	60.39130588	17
2213	Goddart	Schiefersten	38.61014916	45.8114589	12
2214	Bev	Yellowlees	50.9540491	-1.387936051	5
2215	Delcine	Cumming	-61.17775044	-64.32815977	33
2216	Marni	O' Lone	-50.44139466	15.37016832	38
2217	Ulrica	Wattisham	-34.66653125	32.19809026	13
2218	Kassia	Tisor	-24.36746483	61.26985165	25
2219	Erick	Stiddard	49.83620162	-25.37722571	14
2220	Fons	Everitt	1.001257241	53.54448849	27
2221	Nerty	Pidgeon	-17.71098606	30.0757469	34
2222	Clare	Jorry	30.45381482	19.62023672	29
2223	Muhammad	Dinkin	-5.549194844	-44.1860041	39
2224	Xerxes	Benedick	-55.9755153	2.062110747	32
2225	Ted	Boldry	11.08289551	26.81502908	25
2226	Arabella	Willshaw	48.19310609	-15.17002658	1
2227	Collin	Pavlitschek	7.891574688	46.73314525	22
2228	Jesus	Petyankin	-25.82406337	55.16991004	19
2229	Sheilakathryn	Blemen	-60.12278714	-11.74856327	21
2230	Karlens	Breese	65.14232236	67.90837759	23
2231	Giordano	Tottle	51.40633635	-26.97147834	20
2232	Darcy	Phelp	-38.5162116	-29.24921912	24
2233	Ephrem	McClenan	31.68802158	32.46326909	3
2234	Eda	Clewley	5.79984125	-55.61644067	20
2235	Lyssa	Chilver	-21.48039687	-23.75050609	30
2236	Linn	Levinge	5.772554086	11.54836875	28
2237	Lane	Copper	55.39493358	-62.92038455	4
2238	Oralee	Ioannou	-47.38732274	-12.17288066	8
2239	Corrinne	Figge	-39.56062783	48.65869878	12
2240	Rahel	Da Costa	-31.47020891	-1.699311194	30
2241	Clo	Kemmis	64.61183836	-34.91577461	7
2242	Jessy	Pes	21.50292076	60.10862104	20
2243	Eleanora	Torr	-46.13885707	69.30552602	13
2244	Joann	Ravenshaw	-54.14049342	-22.62367083	25
2245	Dayle	Aprahamian	-30.01184134	32.12361774	5
2246	Tommy	Luebbert	-45.17356816	28.12607128	33
2247	Wilt	Liversidge	-36.19462079	33.16252781	34
2248	Janel	Vanderson	16.66712727	-15.47209978	12
2249	Olga	Hugh	-7.631776069	-39.06749481	15
2250	Iris	Bischof	22.16512892	-70.66293514	17
2251	Jewel	Riden	51.48372604	-15.4629767	22
2252	Aloise	Silman	-57.44807045	-7.716105718	15
2253	Reuben	Peete	48.38038494	-19.58488351	4
2254	Kris	Langland	33.28053588	43.48712726	22
2255	Shelly	Labet	13.45368814	-53.68331279	19
2256	Justine	Ranvoise	28.5599057	21.59923679	11
2257	Ailene	Shearman	-10.88361161	58.37948005	24
2258	Jazmin	Conws	7.616950302	-64.95735127	17
2259	Galvan	Licari	-35.57656319	49.08686742	10
2260	Dean	Ciotto	32.66128367	-53.34342672	6
2261	Zita	Danels	64.1411251	-66.14403756	18
2262	Asa	Batcheldor	36.02208818	-25.76746816	17
2263	Lucita	Vincent	-60.19961936	-18.62076539	2
2264	Germayne	Grebert	-11.27520329	21.21714781	39
2265	Morrie	Tansley	63.74988562	-16.52621227	10
2266	Elissa	Tale	37.57787227	51.51523691	36
2267	Harbert	Abbys	56.36973994	67.31991463	2
2268	Barrie	Tadman	66.22080369	-63.83136448	17
2269	Jobey	Moland	64.67030371	-10.69454715	20
2270	Eran	Hoston	-3.917317041	6.525250496	34
2271	Jay	Cottee	-0.359162518	57.26913785	27
2272	Dorey	Thumim	-46.48452272	-9.009063612	6
2273	Lisha	Duggary	-49.81497124	-42.94671428	22
2274	Ingelbert	Killwick	-6.987913362	9.926707737	3
2275	Way	Forcer	-51.24251745	0.51619941	8
2276	Pierson	Gavrieli	-55.57322855	53.01677554	9
2277	Herschel	Lyptrade	69.30394	-29.98701917	16
2278	Luigi	Morot	51.17837242	-10.80592233	37
2279	Jay	Reely	31.8460898	-66.52541787	32
2280	Staci	Soitoux	-4.64825816	37.00191985	21
2281	Haven	Pilipyak	41.74471277	0.39262588	16
2282	Meier	Petran	-56.87675532	33.89830243	24
2283	Stephanie	Pohl	-34.04654704	-0.350475562	12
2284	Briano	O'Brollachain	51.38416146	15.2312267	23
2285	Rakel	Bellham	-42.57204071	58.2697092	31
2286	Elijah	Splain	-70.39174222	-13.31724596	38
2287	Bord	McRory	-39.65777013	20.14414299	4
2288	Zak	Hancock	-27.70098565	44.49812984	30
2289	Candice	Coal	-14.75337626	44.43575072	12
2290	Nicolea	Hryniewicki	66.85571824	40.25675133	11
2291	Ronny	Segge	36.44755589	53.68779458	7
2292	Maxwell	Dewsbury	-31.76583228	52.43334265	4
2293	Margeaux	Klewi	31.99265015	-1.007729321	5
2294	Tripp	Splevin	-36.07684295	-42.88634326	39
2295	Lisetta	Keyzor	17.68436278	1.872908751	38
2296	Hewie	Scown	-57.88282073	-8.63642288	38
2297	Eunice	Elijah	-39.86855871	14.70108207	37
2298	Nissy	Potteridge	10.08826726	9.110831055	29
2299	Yard	Frankham	-59.76506232	23.71300326	12
2300	Lotta	Bolan	-70.15076237	22.86467228	6
2301	Silvie	Allin	-20.01777157	-42.39039429	39
2302	Jocelyne	Pollen	-19.68758167	-15.40727084	11
2303	Geoffrey	Tysack	-13.79917519	-17.9630193	30
2304	Jethro	Gainsford	66.08647684	21.01654277	40
2305	Ellerey	Izakof	-59.84407699	0.948638016	32
2306	Jaynell	Bruni	23.21352622	-1.315077313	32
2307	Ced	Scurrell	66.68374726	31.43800182	16
2308	Warner	Endon	-42.02216842	62.04784997	11
2309	Mira	Houtbie	12.42757364	-48.51814571	30
2310	Jeffy	Hawsby	30.77807472	-17.18533884	4
2311	Godfree	Eastment	20.7703945	-64.1274422	1
2312	Deina	Gilham	-35.79446098	-38.16722561	32
2313	Audre	Filpi	-3.515677565	16.28211571	18
2314	Dalton	Hodjetts	-0.926603916	-59.24065266	8
2315	Trevar	Metzke	-13.83446343	-12.85719293	14
2316	Kalil	Gisbye	-2.657121556	41.33161701	25
2317	Fania	Huet	-19.28412512	-59.80039597	26
2318	Perle	Naden	35.30504206	19.77990984	12
2319	Blakelee	Bodycombe	67.52855974	-7.094828704	26
2320	Rafaelia	Danaher	-16.73664693	30.06479164	39
2321	Opalina	Wordsworth	-59.02208604	-27.08334495	40
2322	Liam	Genthner	-19.81911849	33.86955601	9
2323	Izzy	Durling	-8.562846692	-17.58138143	13
2324	Gary	Braun	-2.240654197	58.40119702	15
2325	Roxana	Alyonov	-43.07053514	26.85414377	29
2326	Chick	Corah	22.42003845	19.36250336	1
2327	Kylynn	Rennenbach	-58.83526333	-55.657648	5
2328	Ambrosi	Pietrzyk	3.369313177	-10.17941846	3
2329	Tresa	Rackam	61.4456827	56.1834241	1
2330	Pam	Boulder	-9.409231889	49.27482285	10
2331	Wileen	McBay	-9.594317214	-4.545745482	34
2332	Clerc	Vasyutichev	24.45679552	63.03980521	17
2333	Artus	Dows	-22.68078233	47.41466523	16
2334	Cam	Larderot	-36.34697843	21.44612798	11
2335	Jameson	Vesco	-7.091482222	25.96022622	30
2336	Nanette	Congreave	-24.6144307	4.983550346	34
2337	Staford	Benediktsson	24.43442151	13.96494508	20
2338	Rance	Campanelle	56.72711111	29.80076901	29
2339	Amabelle	Feige	-2.396061375	-3.525479122	38
2340	Rebe	Allday	65.99503144	9.627649646	16
2341	Licha	Mitten	-17.97752261	-10.72843683	9
2342	Kiley	Antic	57.60476458	39.13488399	5
2343	Garnette	Kybert	-15.17595975	22.56432073	7
2344	Cyrus	Bosman	-57.04473947	-53.24290839	1
2345	Natty	Birrel	51.41155367	-17.25141133	27
2346	Kevina	Attwooll	62.86868136	-51.43342489	12
2347	Nathaniel	Hubatsch	-39.6652737	48.38226773	9
2348	Sharla	Antcliffe	-26.63759495	-65.07160091	17
2349	Tucker	Dishman	4.495334273	-64.16099002	23
2350	Diane-marie	Waldram	-20.0364794	24.4489568	3
2351	Randolph	Purdie	44.77198995	-38.33611739	12
2352	Vic	Lebreton	-50.21132481	1.456731795	40
2353	Mehetabel	Halsall	-36.98485644	-53.11263731	14
2354	Den	Thaim	-60.32763874	28.64733647	20
2355	Fern	Gaythorpe	-16.31096659	62.80997416	11
2356	Crin	Twiddell	56.86464453	66.17481537	29
2357	Jeana	Stearn	5.651774419	0.998115123	19
2358	Lindon	Lages	48.02742422	18.76859559	33
2359	Ricki	Walklate	28.41114217	-49.02811956	13
2360	Logan	Cargill	69.4854949	-67.7329668	4
2361	Grace	Memory	-38.86276393	-47.3575644	16
2362	Noelle	Moden	-66.81438955	44.05842318	23
2363	Pierce	McArtan	15.79066259	-6.503632335	4
